,age,height,above_fifteen
0,4.898979485566356,13.416407864998739,1.0
1,4.795831523312719,13.038404810405298,1.0
2,4.898979485566356,0.0,0.0
3,5.830951894845301,0.0,0.0
4,4.58257569495584,13.601470508735444,1.0
5,4.58257569495584,13.601470508735444,1.0
6,5.0,13.601470508735444,1.0
7,5.0,13.601470508735444,1.0
8,5.196152422706632,13.601470508735444,1.0
9,5.196152422706632,13.601470508735444,1.0
10,5.5677643628300215,13.711309200802088,1.0
11,5.5677643628300215,13.711309200802088,1.0
12,5.5677643628300215,13.711309200802088,1.0
13,5.5677643628300215,13.711309200802088,1.0
14,5.744562646538029,13.711309200802088,1.0
15,5.744562646538029,13.711309200802088,1.0
16,5.744562646538029,13.711309200802088,1.0
17,5.744562646538029,13.711309200802088,1.0
18,5.5677643628300215,13.527749258468683,1.0
19,5.5677643628300215,13.527749258468683,1.0
20,5.5677643628300215,13.527749258468683,1.0
21,5.5677643628300215,13.527749258468683,1.0
22,5.744562646538029,13.527749258468683,1.0
23,5.744562646538029,13.527749258468683,1.0
24,5.744562646538029,13.527749258468683,1.0
25,5.744562646538029,13.527749258468683,1.0
26,4.242640687119285,12.96148139681572,0.0
27,4.242640687119285,12.96148139681572,0.0
28,5.0990195135927845,13.638181696985855,1.0
29,5.0990195135927845,0.0,0.0
30,4.69041575982343,13.490737563232042,1.0
31,5.5677643628300215,13.114877048604,1.0
32,5.477225575051661,12.609520212918492,1.0
33,5.830951894845301,12.609520212918492,1.0
34,5.656854249492381,13.076696830622021,1.0
35,4.69041575982343,0.0,0.0
36,4.69041575982343,0.0,0.0
37,5.477225575051661,0.0,0.0
38,5.477225575051661,0.0,0.0
39,5.830951894845301,0.0,0.0
40,5.291502622129181,13.564659966250536,1.0
41,5.291502622129181,13.228756555322953,1.0
42,5.291502622129181,13.228756555322953,1.0
43,5.291502622129181,13.228756555322953,1.0
44,5.291502622129181,13.228756555322953,1.0
45,5.291502622129181,13.228756555322953,1.0
46,5.291502622129181,13.228756555322953,1.0
47,5.291502622129181,13.228756555322953,1.0
48,5.291502622129181,13.228756555322953,1.0
49,5.656854249492381,13.228756555322953,1.0
50,5.656854249492381,13.228756555322953,1.0
51,5.656854249492381,13.228756555322953,1.0
52,5.656854249492381,13.228756555322953,1.0
53,5.656854249492381,13.228756555322953,1.0
54,5.656854249492381,13.228756555322953,1.0
55,5.656854249492381,13.228756555322953,1.0
56,5.656854249492381,13.228756555322953,1.0
57,5.5677643628300215,13.74772708486752,1.0
58,7.3484692283495345,0.0,0.0
59,4.47213595499958,13.2664991614216,1.0
60,4.47213595499958,13.2664991614216,1.0
61,4.47213595499958,13.2664991614216,1.0
62,4.47213595499958,13.2664991614216,1.0
63,4.69041575982343,13.2664991614216,1.0
64,4.69041575982343,13.2664991614216,1.0
65,4.69041575982343,13.2664991614216,1.0
66,4.69041575982343,13.2664991614216,1.0
67,4.69041575982343,13.2664991614216,1.0
68,5.0990195135927845,13.2664991614216,1.0
69,5.0990195135927845,13.2664991614216,1.0
70,5.0990195135927845,13.2664991614216,1.0
71,5.0990195135927845,13.2664991614216,1.0
72,5.477225575051661,13.2664991614216,1.0
73,5.477225575051661,13.2664991614216,1.0
74,5.477225575051661,13.2664991614216,1.0
75,5.477225575051661,13.2664991614216,1.0
76,5.477225575051661,13.2664991614216,1.0
77,5.830951894845301,13.2664991614216,1.0
78,5.830951894845301,13.2664991614216,1.0
79,5.196152422706632,12.767145334803704,0.0
80,4.69041575982343,13.038404810405298,1.0
81,4.69041575982343,13.674794331177344,1.0
82,5.0990195135927845,13.674794331177344,1.0
83,4.898979485566356,0.0,0.0
84,4.898979485566356,0.0,0.0
85,5.196152422706632,0.0,0.0
86,4.898979485566356,0.0,0.0
87,4.123105625617661,13.0,1.0
88,5.0990195135927845,0.0,0.0
89,6.557438524302,13.038404810405298,1.0
90,6.855654600401044,13.038404810405298,1.0
91,4.69041575982343,0.0,0.0
92,5.0990195135927845,13.74772708486752,1.0
93,5.477225575051661,13.74772708486752,1.0
94,4.898979485566356,13.19090595827292,1.0
95,4.795831523312719,0.0,0.0
96,4.898979485566356,13.674794331177344,1.0
97,5.291502622129181,13.674794331177344,1.0
98,5.477225575051661,13.674794331177344,1.0
99,4.898979485566356,13.784048752090222,1.0
100,4.58257569495584,13.92838827718412,1.0
101,4.58257569495584,13.92838827718412,1.0
102,4.58257569495584,13.92838827718412,1.0
103,5.0,13.92838827718412,1.0
104,5.0,13.92838827718412,1.0
105,4.795831523312719,13.490737563232042,1.0
106,4.47213595499958,0.0,0.0
